
[00:00:00.000 --> 00:00:29.980]   . . . .
[00:20:59.580 --> 00:21:00.580]   God is gracious near the Lord I retreat
[00:21:00.580 --> 00:21:01.580]   God is gracious near the Lord I retreat
[00:21:01.580 --> 00:21:02.580]   God is gracious near the Lord I retreat
[00:21:02.580 --> 00:21:03.580]   God is gracious near the Lord I retreat
[00:21:03.580 --> 00:21:04.580]   God is gracious near the Lord I retreat
[00:21:04.580 --> 00:21:05.580]   God is gracious near the Lord I retreat
[00:21:05.580 --> 00:21:06.580]   God is gracious near the Lord I retreat
[00:21:06.580 --> 00:21:07.580]   God is gracious near the Lord I retreat
[00:21:07.580 --> 00:21:08.580]   God is gracious near the Lord I retreat
[00:21:08.580 --> 00:21:10.580]   God is gracious near the Lord I retreat
[00:21:10.580 --> 00:21:11.580]   God is gracious near the Lord I retreat
[00:21:11.580 --> 00:21:12.580]   God is gracious near the Lord I retreat
[00:21:12.580 --> 00:21:13.580]   God is gracious near the Lord I retreat
[00:21:13.580 --> 00:21:14.580]   God is gracious near the Lord I retreat
[00:21:14.580 --> 00:21:16.580]   God is gracious near the Lord I retreat
[00:21:16.580 --> 00:21:17.580]   God is gracious near the Lord I retreat
[00:21:17.580 --> 00:21:18.580]   God is gracious near the Lord I retreat
[00:21:18.580 --> 00:21:19.580]   God is gracious near the Lord I retreat
[00:21:19.580 --> 00:21:20.580]   God is gracious near the Lord I retreat
[00:21:20.580 --> 00:21:21.580]   God is gracious near the Lord I retreat
[00:21:21.580 --> 00:21:22.580]   God is gracious near the Lord I retreat
[00:21:22.580 --> 00:21:23.580]   God is gracious near the Lord I retreat
[00:21:23.580 --> 00:21:24.580]   God is gracious near the Lord I retreat
[00:21:24.580 --> 00:21:25.580]   God is gracious near the Lord I retreat
[00:21:25.580 --> 00:21:26.580]   God is gracious near the Lord I retreat
[00:21:26.580 --> 00:21:27.580]   God is gracious near the Lord I retreat
[00:21:27.580 --> 00:21:28.580]   God is gracious near the Lord I retreat
[00:21:28.580 --> 00:21:29.580]   God is gracious near the Lord I retreat
[00:21:29.580 --> 00:21:30.580]   God is gracious near the Lord I retreat
[00:21:30.580 --> 00:21:31.580]   God is gracious near the Lord I retreat
[00:21:31.580 --> 00:21:32.580]   God is gracious near the Lord I retreat
[00:21:32.580 --> 00:21:33.580]   God is gracious near the Lord I retreat
[00:21:33.580 --> 00:21:34.580]   God is gracious near the Lord I retreat
[00:21:34.580 --> 00:21:35.580]   God is gracious near the Lord I retreat
[00:21:35.580 --> 00:21:36.580]   God is gracious near the Lord I retreat
[00:21:36.580 --> 00:21:37.580]   God is gracious near the Lord I retreat
[00:21:37.580 --> 00:21:38.580]   God is gracious near the Lord I retreat
[00:21:38.580 --> 00:21:39.580]   God is gracious near the Lord I retreat
[00:21:39.580 --> 00:21:40.580]   God is gracious near the Lord I retreat
[00:21:40.580 --> 00:21:41.580]   God is gracious near the Lord I retreat
[00:21:41.580 --> 00:21:42.580]   God is gracious near the Lord I retreat
[00:21:42.580 --> 00:21:43.580]   God is gracious near the Lord I retreat
[00:21:43.580 --> 00:21:44.580]   God is gracious near the Lord I retreat
[00:21:44.580 --> 00:21:45.580]   God is gracious near the Lord I retreat
[00:21:45.580 --> 00:21:46.580]   God is gracious near the Lord I retreat
[00:21:46.580 --> 00:21:47.580]   God is gracious near the Lord I retreat
[00:21:47.580 --> 00:21:48.580]   God is gracious near the Lord I retreat
[00:21:48.580 --> 00:21:49.580]   God is gracious near the Lord I retreat
[00:21:49.580 --> 00:21:50.580]   God is gracious near the Lord I retreat
[00:21:50.580 --> 00:21:51.580]   God is gracious near the Lord I retreat
[00:21:51.580 --> 00:21:52.580]   God is gracious near the Lord I retreat
[00:21:52.580 --> 00:21:53.580]   God is gracious near the Lord I retreat
[00:21:53.580 --> 00:21:54.580]   God is gracious near the Lord I retreat
[00:21:54.580 --> 00:21:55.580]   God is gracious near the Lord I retreat
[00:21:55.580 --> 00:21:56.580]   God is gracious near the Lord I retreat
[00:21:56.580 --> 00:21:57.580]   God is gracious near the Lord I retreat
[00:21:57.580 --> 00:21:58.580]   God is gracious near the Lord I retreat
[00:21:58.580 --> 00:21:59.580]   God is gracious near the Lord I retreat
[00:21:59.580 --> 00:22:00.580]   God is gracious near the Lord I retreat
[00:22:00.580 --> 00:22:01.580]   God is gracious near the Lord I retreat
[00:22:01.580 --> 00:22:02.580]   God is gracious near the Lord I retreat
[00:22:02.580 --> 00:22:03.580]   God is gracious near the Lord I retreat
[00:22:03.580 --> 00:22:04.580]   God is gracious near the Lord I retreat
[00:22:04.580 --> 00:22:05.580]   God is gracious near the Lord I retreat
[00:22:05.580 --> 00:22:06.580]   God is gracious near the Lord I retreat
[00:22:06.580 --> 00:22:07.580]   God is gracious near the Lord I retreat
[00:22:07.580 --> 00:22:08.580]   God is gracious near the Lord I retreat
[00:22:08.580 --> 00:22:09.580]   God is gracious near the Lord I retreat
[00:22:09.580 --> 00:22:10.580]   God is gracious near the Lord I retreat
[00:22:10.580 --> 00:22:11.580]   God is gracious near the Lord I retreat
[00:22:11.580 --> 00:22:12.580]   God is gracious near the Lord I retreat
[00:22:12.580 --> 00:22:13.580]   God is gracious near the Lord I retreat
[00:22:13.580 --> 00:22:14.580]   God is gracious near the Lord I retreat
[00:22:14.580 --> 00:22:15.580]   God is gracious near the Lord I retreat
[00:22:15.580 --> 00:22:16.580]   God is gracious near the Lord I retreat
[00:22:16.580 --> 00:22:17.580]   God is gracious near the Lord I retreat
[00:22:17.580 --> 00:22:18.580]   God is gracious near the Lord I retreat
[00:22:18.580 --> 00:22:20.580]   God is gracious near the Lord I retreat
[00:22:20.580 --> 00:22:21.580]   God is gracious near the Lord I retreat
[00:22:21.580 --> 00:22:22.580]   God is gracious near the Lord I retreat
[00:22:22.580 --> 00:22:23.580]   God is gracious near the Lord I retreat
[00:22:23.580 --> 00:22:24.580]   God is gracious near the Lord I retreat
[00:22:24.580 --> 00:22:25.580]   God is gracious near the Lord I retreat
[00:22:25.580 --> 00:22:26.580]   God is gracious near the Lord I retreat
[00:22:26.580 --> 00:22:27.580]   God is gracious near the Lord I retreat
[00:22:27.580 --> 00:22:28.580]   God is gracious near the Lord I retreat
[00:22:28.580 --> 00:22:29.580]   God is gracious near the Lord I retreat
[00:22:29.580 --> 00:22:30.580]   God is gracious near the Lord I retreat
[00:22:30.580 --> 00:22:31.580]   God is gracious near the Lord I retreat
[00:22:31.580 --> 00:22:32.580]   God is gracious near the Lord I retreat
[00:22:32.580 --> 00:22:33.580]   God is gracious near the Lord I retreat
[00:22:33.580 --> 00:22:34.580]   God is gracious near the Lord I retreat
[00:22:34.580 --> 00:22:35.580]   God is gracious near the Lord I retreat
[00:22:35.580 --> 00:22:36.580]   God is gracious near the Lord I retreat
[00:22:36.580 --> 00:22:37.580]   God is gracious near the Lord I retreat
[00:22:37.580 --> 00:22:38.580]   God is gracious near the Lord I retreat
[00:22:38.580 --> 00:22:39.580]   God is gracious near the Lord I retreat
[00:22:39.580 --> 00:22:40.580]   God is gracious near the Lord I retreat
[00:22:40.580 --> 00:22:41.580]   God is gracious near the Lord I retreat
[00:22:41.580 --> 00:22:42.580]   God is gracious near the Lord I retreat
[00:22:42.580 --> 00:22:43.580]   God is gracious near the Lord I retreat
[00:22:43.580 --> 00:22:44.580]   God is gracious near the Lord I retreat
[00:22:44.580 --> 00:22:45.580]   God is gracious near the Lord I retreat
[00:22:45.580 --> 00:22:46.580]   God is gracious near the Lord I retreat
[00:22:46.580 --> 00:22:47.580]   God is gracious near the Lord I retreat
[00:22:47.580 --> 00:22:48.580]   God is gracious near the Lord I retreat
[00:22:48.580 --> 00:22:49.580]   God is gracious near the Lord I retreat
[00:22:49.580 --> 00:22:50.580]   God is gracious near the Lord I retreat
[00:22:50.580 --> 00:22:51.580]   God is gracious near the Lord I retreat
[00:22:51.580 --> 00:22:52.580]   God is gracious near the Lord I retreat
[00:22:52.580 --> 00:22:53.580]   God is gracious near the Lord I retreat
[00:22:53.580 --> 00:22:54.580]   God is gracious near the Lord I retreat
[00:22:54.580 --> 00:22:55.580]   God is gracious near the Lord I retreat
[00:22:55.580 --> 00:22:56.580]   God is gracious near the Lord I retreat
[00:22:56.580 --> 00:22:57.580]   God is gracious near the Lord I retreat
[00:22:57.580 --> 00:22:58.580]   God is gracious near the Lord I retreat
[00:22:58.580 --> 00:22:59.580]   God is gracious near the Lord I retreat
[00:22:59.580 --> 00:23:00.580]   God is gracious near the Lord I retreat
[00:23:00.580 --> 00:23:01.580]   God is gracious near the Lord I retreat
[00:23:01.580 --> 00:23:02.580]   God is gracious near the Lord I retreat
[00:23:02.580 --> 00:23:03.580]   God is gracious near the Lord I retreat
[00:23:03.580 --> 00:23:04.580]   God is gracious near the Lord I retreat
[00:23:04.580 --> 00:23:05.580]   God is gracious near the Lord I retreat
[00:23:05.580 --> 00:23:06.580]   God is gracious near the Lord I retreat
[00:23:06.580 --> 00:23:07.580]   God is gracious near the Lord I retreat
[00:23:07.580 --> 00:23:08.580]   God is gracious near the Lord I retreat
[00:23:08.580 --> 00:23:09.580]   God is gracious near the Lord I retreat
[00:23:09.580 --> 00:23:10.580]   God is gracious near the Lord I retreat
[00:23:10.580 --> 00:23:11.580]   God is gracious near the Lord I retreat
[00:23:11.580 --> 00:23:12.580]   God is gracious near the Lord I retreat
[00:23:12.580 --> 00:23:13.580]   God is gracious near the Lord I retreat
[00:23:13.580 --> 00:23:14.580]   God is gracious near the Lord I retreat
[00:23:14.580 --> 00:23:15.580]   God is gracious near the Lord I retreat
[00:23:15.580 --> 00:23:16.580]   God is gracious near the Lord I retreat
[00:23:16.580 --> 00:23:17.580]   God is gracious near the Lord I retreat
[00:23:17.580 --> 00:23:18.580]   God is gracious near the Lord I retreat
[00:23:18.580 --> 00:23:19.580]   God is gracious near the Lord I retreat
[00:23:19.580 --> 00:23:20.580]   God is gracious near the Lord I retreat
[00:23:20.580 --> 00:23:21.580]   God is gracious near the Lord I retreat
[00:23:21.580 --> 00:23:22.580]   God is gracious near the Lord I retreat
[00:23:22.580 --> 00:23:23.580]   God is gracious near the Lord I retreat
[00:23:23.580 --> 00:23:24.580]   God is gracious near the Lord I retreat
[00:23:24.580 --> 00:23:25.580]   God is gracious near the Lord I retreat
[00:23:25.580 --> 00:23:26.580]   God is gracious near the Lord I retreat
[00:23:26.580 --> 00:23:27.580]   God is gracious near the Lord I retreat
[00:23:27.580 --> 00:23:28.580]   God is gracious near the Lord I retreat
[00:23:28.580 --> 00:23:29.580]   God is gracious near the Lord I retreat
[00:23:29.580 --> 00:23:30.580]   God is gracious near the Lord I retreat
[00:23:30.580 --> 00:23:31.580]   God is gracious near the Lord I retreat
[00:23:31.580 --> 00:23:32.580]   God is gracious near the Lord I retreat
[00:23:32.580 --> 00:23:33.580]   God is gracious near the Lord I retreat
[00:23:33.580 --> 00:23:34.580]   God is gracious near the Lord I retreat
[00:23:34.580 --> 00:23:35.580]   God is gracious near the Lord I retreat
[00:23:35.580 --> 00:23:36.580]   God is gracious near the Lord I retreat
[00:23:36.580 --> 00:23:37.580]   God is gracious near the Lord I retreat
[00:23:37.580 --> 00:23:38.580]   God is gracious near the Lord I retreat
[00:23:38.580 --> 00:23:39.580]   God is gracious near the Lord I retreat
[00:23:39.580 --> 00:23:41.580]   God is gracious near the Lord I retreat
[00:23:41.580 --> 00:23:42.580]   God is gracious near the Lord I retreat
[00:23:42.580 --> 00:23:43.580]   God is gracious near the Lord I retreat
[00:23:43.580 --> 00:23:45.580]   God is gracious near the Lord I retreat
[00:23:45.580 --> 00:23:47.580]   God is gracious near the Lord I retreat
[00:23:47.580 --> 00:23:48.580]   God is gracious near the Lord I retreat
[00:23:48.580 --> 00:23:49.580]   God is gracious near the Lord I retreat
[00:23:49.580 --> 00:23:50.580]   God is gracious near the Lord I retreat
[00:23:50.580 --> 00:23:51.580]   God is gracious near the Lord I retreat
[00:23:51.580 --> 00:23:52.580]   God is gracious near the Lord I retreat
[00:23:52.580 --> 00:23:53.580]   God is gracious near the Lord I retreat
[00:23:53.580 --> 00:23:54.580]   God is gracious near the Lord I retreat
[00:23:54.580 --> 00:23:55.580]   God is gracious near the Lord I retreat
[00:23:55.580 --> 00:23:56.580]   God is gracious near the Lord I retreat
[00:23:56.580 --> 00:23:57.580]   God is gracious near the Lord I retreat
[00:23:57.580 --> 00:23:58.580]   God is gracious near the Lord I retreat
[00:23:58.580 --> 00:23:59.580]   God is gracious near the Lord I retreat
[00:23:59.580 --> 00:24:00.580]   God is gracious near the Lord I retreat
[00:24:00.580 --> 00:24:01.580]   God is gracious near the Lord I retreat
[00:24:01.580 --> 00:24:02.580]   God is gracious near the Lord I retreat
[00:24:02.580 --> 00:24:03.580]   God is gracious near the Lord I retreat
[00:24:03.580 --> 00:24:04.580]   God is gracious near the Lord I retreat
[00:24:04.580 --> 00:24:05.580]   God is gracious near the Lord I retreat
[00:24:05.580 --> 00:24:06.580]   God is gracious near the Lord I retreat
[00:24:06.580 --> 00:24:08.580]   God is gracious near the Lord I retreat
[00:24:08.580 --> 00:24:10.580]   God is gracious near the Lord I retreat
[00:24:10.580 --> 00:24:11.580]   God is gracious near the Lord I retreat
[00:24:11.580 --> 00:24:12.580]   God is gracious near the Lord I retreat
[00:24:12.580 --> 00:24:13.580]   God is gracious near the Lord I retreat
[00:24:13.580 --> 00:24:14.580]   God is gracious near the Lord I retreat
[00:24:14.580 --> 00:24:15.580]   God is gracious near the Lord I retreat
[00:24:15.580 --> 00:24:16.580]   God is gracious near the Lord I retreat
[00:24:16.580 --> 00:24:17.580]   God is gracious near the Lord I retreat
[00:24:17.580 --> 00:24:18.580]   God is gracious near the Lord I retreat
[00:24:18.580 --> 00:24:19.580]   God is gracious near the Lord I retreat
[00:24:19.580 --> 00:24:20.580]   God is gracious near the Lord I retreat
[00:24:20.580 --> 00:24:21.580]   God is gracious near the Lord I retreat
[00:24:21.580 --> 00:24:22.580]   God is gracious near the Lord I retreat
[00:24:22.580 --> 00:24:23.580]   God is gracious near the Lord I retreat
[00:24:23.580 --> 00:24:24.580]   God is gracious near the Lord I retreat
[00:24:24.580 --> 00:24:25.580]   God is gracious near the Lord I retreat
[00:24:25.580 --> 00:24:26.580]   God is gracious near the Lord I retreat
[00:24:26.580 --> 00:24:28.580]   God is gracious near the Lord I retreat
[00:24:28.580 --> 00:24:29.580]   God is gracious near the Lord I retreat
[00:24:29.580 --> 00:24:31.580]   God is gracious near the Lord I retreat
[00:24:31.580 --> 00:24:32.580]   God is gracious near the Lord I retreat
[00:24:32.580 --> 00:24:33.580]   God is gracious near the Lord I retreat
[00:24:33.580 --> 00:24:34.580]   God is gracious near the Lord I retreat
[00:24:34.580 --> 00:24:35.580]   God is gracious near the Lord I retreat
[00:24:35.580 --> 00:24:36.580]   God is gracious near the Lord I retreat
[00:24:36.580 --> 00:24:37.580]   God is gracious near the Lord I retreat
[00:24:37.580 --> 00:24:38.580]   God is gracious near the Lord I retreat
[00:24:38.580 --> 00:24:39.580]   God is gracious near the Lord I retreat
[00:24:39.580 --> 00:24:40.580]   God is gracious near the Lord I retreat
[00:24:40.580 --> 00:24:41.580]   God is gracious near the Lord I retreat
[00:24:41.580 --> 00:24:42.580]   God is gracious near the Lord I retreat
[00:24:42.580 --> 00:24:43.580]   God is gracious near the Lord I retreat
[00:24:43.580 --> 00:24:44.580]   God is gracious near the Lord I retreat
[00:24:44.580 --> 00:24:45.580]   God is gracious near the Lord I retreat
[00:24:45.580 --> 00:24:46.580]   God is gracious near the Lord I retreat
[00:24:46.580 --> 00:24:47.580]   God is gracious near the Lord I retreat
[00:24:47.580 --> 00:24:48.580]   God is gracious near the Lord I retreat
[00:24:48.580 --> 00:24:49.580]   God is gracious near the Lord I retreat
[00:24:49.580 --> 00:24:51.580]   God is gracious near the Lord I retreat
[00:24:51.580 --> 00:24:52.580]   God is gracious near the Lord I retreat
[00:24:52.580 --> 00:24:53.580]   God is gracious near the Lord I retreat
[00:24:53.580 --> 00:24:55.580]   God is gracious near the Lord I retreat
[00:24:55.580 --> 00:24:56.580]   God is gracious near the Lord I retreat
[00:24:56.580 --> 00:24:57.580]   God is gracious near the Lord I retreat
[00:24:57.580 --> 00:24:58.580]   God is gracious near the Lord I retreat
[00:24:58.580 --> 00:24:59.580]   God is gracious near the Lord I retreat
[00:24:59.580 --> 00:25:00.580]   God is gracious near the Lord I retreat
