
[00:00:00.000 --> 00:00:06.760]   Okay. Let's pray.
[00:29:43.080 --> 00:29:44.080]   Thank you.
[00:29:44.080 --> 00:29:45.080]   Thank you.
[00:29:45.080 --> 00:29:46.080]   Thank you.
[00:29:46.080 --> 00:29:47.080]   Thank you.
[00:29:47.080 --> 00:29:48.080]   Thank you.
[00:29:48.080 --> 00:29:49.080]   Thank you.
[00:29:49.080 --> 00:29:50.080]   Thank you.
[00:29:50.080 --> 00:29:51.080]   Thank you.
[00:29:51.080 --> 00:29:52.080]   Thank you.
[00:29:52.080 --> 00:29:53.080]   Thank you.
[00:29:53.080 --> 00:29:53.080]   Thank you.
[00:29:53.080 --> 00:29:54.080]   Thank you.
[00:29:54.080 --> 00:29:55.080]   Thank you.
[00:29:55.080 --> 00:29:56.080]   Thank you.
[00:29:56.080 --> 00:29:57.080]   Thank you.
[00:29:57.080 --> 00:29:58.080]   Thank you.
[00:29:58.080 --> 00:29:59.080]   Thank you.
[00:29:59.080 --> 00:29:59.080]   Thank you.
[00:29:59.080 --> 00:30:00.080]   Thank you.
[00:30:00.080 --> 00:30:01.080]   Thank you.
[00:30:01.080 --> 00:30:01.080]   Thank you.
[00:30:01.080 --> 00:30:02.080]   Thank you.
[00:30:02.080 --> 00:30:03.080]   Thank you.
[00:30:03.080 --> 00:30:03.080]   Thank you.
[00:30:03.080 --> 00:30:04.080]   Thank you.
[00:30:04.080 --> 00:30:05.080]   Thank you.
[00:30:05.080 --> 00:30:06.080]   Thank you.
[00:30:06.080 --> 00:30:07.080]   Thank you.
[00:30:07.080 --> 00:30:07.080]   Thank you.
[00:30:07.080 --> 00:30:08.080]   Thank you.
[00:30:08.080 --> 00:30:09.080]   Thank you.
[00:30:09.080 --> 00:30:10.080]   Thank you.
[00:30:10.080 --> 00:30:11.080]   Thank you.
[00:30:11.080 --> 00:30:12.080]   Thank you.
[00:30:12.080 --> 00:30:12.080]   Thank you.
[00:30:12.080 --> 00:30:13.080]   Thank you.
[00:30:13.080 --> 00:30:13.080]   Thank you.
[00:30:13.080 --> 00:30:14.080]   Thank you.
[00:30:14.080 --> 00:30:15.080]   Thank you.
[00:30:15.080 --> 00:30:16.080]   Thank you.
[00:30:16.080 --> 00:30:17.080]   Thank you.
[00:30:17.080 --> 00:30:18.080]   Thank you.
[00:30:18.080 --> 00:30:19.080]   Thank you.
[00:30:19.080 --> 00:30:20.080]   Thank you.
[00:30:20.080 --> 00:30:21.080]   Thank you.
[00:30:21.080 --> 00:30:22.080]   Thank you.
[00:30:22.080 --> 00:30:22.080]   Thank you.
[00:30:22.080 --> 00:30:23.080]   Thank you.
[00:30:23.080 --> 00:30:24.080]   Thank you.
[00:30:24.080 --> 00:30:25.080]   Thank you.
[00:30:25.080 --> 00:30:26.080]   Thank you.
[00:30:26.080 --> 00:30:27.080]   Thank you.
[00:30:27.080 --> 00:30:28.080]   Thank you.
[00:30:28.080 --> 00:30:28.080]   Thank you.
[00:30:28.080 --> 00:30:29.080]   Thank you.
[00:30:29.080 --> 00:30:30.080]   Thank you.
[00:30:30.080 --> 00:30:31.080]   Thank you.
[00:30:31.080 --> 00:30:32.080]   Thank you.
[00:30:32.080 --> 00:30:33.080]   Thank you.
[00:30:33.080 --> 00:30:34.080]   Thank you.
[00:30:34.080 --> 00:30:35.080]   Thank you.
[00:30:35.080 --> 00:30:35.080]   Thank you.
[00:30:35.080 --> 00:30:36.080]   Thank you.
[00:30:36.080 --> 00:30:36.080]   Thank you.
[00:30:36.080 --> 00:30:37.080]   Thank you.
[00:30:37.080 --> 00:30:38.080]   Thank you.
[00:30:38.080 --> 00:30:39.080]   Thank you.
[00:30:39.080 --> 00:30:40.080]   Thank you.
[00:30:40.080 --> 00:30:41.080]   Thank you.
[00:30:41.080 --> 00:30:42.080]   Thank you.
[00:30:42.080 --> 00:30:43.080]   Thank you.
[00:30:43.080 --> 00:30:44.080]   Thank you.
[00:30:44.080 --> 00:30:45.080]   Thank you.
[00:30:45.080 --> 00:30:45.080]   Thank you.
[00:30:45.080 --> 00:30:46.080]   Thank you.
[00:30:46.080 --> 00:30:47.080]   Thank you.
[00:30:47.080 --> 00:30:48.080]   Thank you.
[00:30:48.080 --> 00:30:49.080]   Thank you.
[00:30:49.080 --> 00:30:50.080]   Thank you.
[00:30:50.080 --> 00:30:50.080]   Thank you.
[00:30:50.080 --> 00:30:51.080]   Thank you.
[00:30:51.080 --> 00:30:52.080]   Thank you.
[00:30:52.080 --> 00:30:53.080]   Thank you.
[00:30:53.080 --> 00:30:54.080]   Thank you.
[00:30:54.080 --> 00:30:55.080]   Thank you.
[00:30:55.080 --> 00:30:56.080]   Thank you.
[00:30:56.080 --> 00:30:57.080]   Thank you.
[00:30:57.080 --> 00:30:58.080]   Thank you.
[00:30:58.080 --> 00:30:58.080]   Thank you.
[00:30:58.080 --> 00:30:59.080]   Thank you.
[00:30:59.080 --> 00:31:00.080]   Thank you.
[00:31:00.080 --> 00:31:00.080]   Thank you.
[00:31:00.080 --> 00:31:01.080]   Thank you.
[00:31:01.080 --> 00:31:02.080]   Thank you.
[00:31:02.080 --> 00:31:03.080]   Thank you.
[00:31:03.080 --> 00:31:04.080]   Thank you.
[00:31:04.080 --> 00:31:05.080]   Thank you.
[00:31:05.080 --> 00:31:06.080]   Thank you.
[00:31:06.080 --> 00:31:07.080]   Thank you.
[00:31:07.080 --> 00:31:08.080]   Thank you.
[00:31:08.080 --> 00:31:09.080]   Thank you.
[00:31:09.080 --> 00:31:10.080]   Thank you.
[00:31:10.080 --> 00:31:11.080]   Thank you.
[00:31:11.080 --> 00:31:12.080]   Thank you.
[00:31:12.080 --> 00:31:13.080]   Thank you.
[00:31:13.080 --> 00:31:14.080]   Thank you.
[00:31:14.080 --> 00:31:15.080]   Thank you.
[00:31:15.080 --> 00:31:16.080]   Thank you.
[00:31:16.080 --> 00:31:17.080]   Thank you.
[00:31:17.080 --> 00:31:17.080]   Thank you.
[00:31:17.080 --> 00:31:18.080]   Thank you.
[00:31:18.080 --> 00:31:19.080]   Thank you.
[00:31:19.080 --> 00:31:20.080]   Thank you.
[00:31:20.080 --> 00:31:21.080]   Thank you.
[00:31:21.080 --> 00:31:22.080]   Thank you.
[00:31:22.080 --> 00:31:23.080]   Thank you.
[00:31:23.080 --> 00:31:23.080]   Thank you.
[00:31:23.080 --> 00:31:24.080]   Thank you.
[00:31:24.080 --> 00:31:25.080]   Thank you.
[00:31:25.080 --> 00:31:26.080]   Thank you.
[00:31:26.080 --> 00:31:26.080]   Thank you.
[00:31:26.080 --> 00:31:27.080]   Thank you.
[00:31:27.080 --> 00:31:28.080]   Thank you.
[00:31:28.080 --> 00:31:29.080]   Thank you.
[00:31:29.080 --> 00:31:29.080]   Thank you.
[00:31:29.080 --> 00:31:30.080]   Thank you.
[00:31:30.080 --> 00:31:31.080]   Thank you.
[00:31:31.080 --> 00:31:32.080]   Thank you.
[00:31:32.080 --> 00:31:33.080]   Thank you.
[00:31:33.080 --> 00:31:34.080]   Thank you.
[00:31:34.080 --> 00:31:35.080]   Thank you.
[00:31:35.080 --> 00:31:36.080]   Thank you.
[00:31:36.080 --> 00:31:36.080]   Thank you.
[00:31:36.080 --> 00:31:37.080]   Thank you.
[00:31:37.080 --> 00:31:38.080]   Thank you.
[00:31:38.080 --> 00:31:38.080]   Thank you.
[00:31:38.080 --> 00:31:39.080]   Thank you.
[00:31:39.080 --> 00:31:40.080]   Thank you.
[00:31:40.080 --> 00:31:41.080]   Thank you.
[00:31:41.080 --> 00:31:42.080]   Thank you.
[00:31:42.080 --> 00:31:43.080]   Thank you.
[00:31:43.080 --> 00:31:44.080]   Thank you.
[00:31:44.080 --> 00:31:44.080]   Thank you.
[00:31:44.080 --> 00:31:45.080]   Thank you.
[00:31:45.080 --> 00:31:45.080]   Thank you.
[00:31:45.080 --> 00:31:46.080]   Thank you.
[00:31:46.080 --> 00:31:47.080]   Thank you.
[00:31:47.080 --> 00:31:48.080]   Thank you.
[00:31:48.080 --> 00:31:49.080]   Thank you.
[00:31:49.080 --> 00:31:50.080]   Thank you.
[00:31:50.080 --> 00:31:51.080]   Thank you.
[00:31:51.080 --> 00:31:52.080]   Thank you.
[00:31:52.080 --> 00:31:53.080]   Thank you.
[00:31:53.080 --> 00:31:54.080]   Thank you.
[00:31:54.080 --> 00:31:55.080]   Thank you.
[00:31:55.080 --> 00:31:56.080]   Thank you.
[00:31:56.080 --> 00:31:57.080]   Thank you.
[00:31:57.080 --> 00:31:58.080]   Thank you.
[00:31:58.080 --> 00:31:59.080]   Thank you.
[00:31:59.080 --> 00:31:59.080]   Thank you.
[00:31:59.080 --> 00:32:00.080]   Thank you.
[00:32:00.080 --> 00:32:01.080]   Thank you.
[00:32:01.080 --> 00:32:01.080]   Thank you.
[00:32:01.080 --> 00:32:02.080]   Thank you.
[00:32:02.080 --> 00:32:03.080]   Thank you.
[00:32:03.080 --> 00:32:04.080]   Thank you.
[00:32:04.080 --> 00:32:05.080]   Thank you.
[00:32:05.080 --> 00:32:06.080]   Thank you.
[00:32:06.080 --> 00:32:07.080]   Thank you.
[00:32:07.080 --> 00:32:08.080]   Thank you.
[00:32:08.080 --> 00:32:09.080]   Thank you.
[00:32:09.080 --> 00:32:09.080]   Thank you.
[00:32:09.080 --> 00:32:10.080]   Thank you.
[00:32:10.080 --> 00:32:11.080]   Thank you.
[00:32:11.080 --> 00:32:12.080]   Thank you.
[00:32:12.080 --> 00:32:12.080]   Thank you.
[00:32:12.080 --> 00:32:13.080]   Thank you.
[00:32:13.080 --> 00:32:14.080]   Thank you.
[00:32:14.080 --> 00:32:14.080]   Thank you.
[00:32:14.080 --> 00:32:15.080]   Thank you.
[00:32:15.080 --> 00:32:15.080]   Thank you.
[00:32:15.080 --> 00:32:16.080]   Thank you.
[00:32:16.080 --> 00:32:17.080]   Thank you.
[00:32:17.080 --> 00:32:18.080]   Thank you.
[00:32:18.080 --> 00:32:19.080]   Thank you.
[00:32:19.080 --> 00:32:20.080]   Thank you.
[00:32:20.080 --> 00:32:21.080]   Thank you.
[00:32:21.080 --> 00:32:22.080]   Thank you.
[00:32:22.080 --> 00:32:23.080]   Thank you.
[00:32:23.080 --> 00:32:24.080]   Thank you.
[00:32:24.080 --> 00:32:25.080]   Thank you.
[00:32:25.080 --> 00:32:26.080]   Thank you.
[00:32:26.080 --> 00:32:27.080]   Thank you.
[00:32:27.080 --> 00:32:28.080]   Thank you.
[00:32:28.080 --> 00:32:29.080]   Thank you.
[00:32:29.080 --> 00:32:30.080]   Thank you.
[00:32:30.080 --> 00:32:31.080]   Thank you.
[00:32:31.080 --> 00:32:32.080]   Thank you.
[00:32:32.080 --> 00:32:33.080]   Thank you.
[00:32:33.080 --> 00:32:33.080]   Thank you.
[00:32:33.080 --> 00:32:34.080]   Thank you.
[00:32:34.080 --> 00:32:35.080]   Thank you.
[00:32:35.080 --> 00:32:36.080]   Thank you.
[00:32:36.080 --> 00:32:37.080]   Thank you.
[00:32:37.080 --> 00:32:37.080]   Thank you.
[00:32:37.080 --> 00:32:38.080]   Thank you.
[00:32:38.080 --> 00:32:39.080]   Thank you.
[00:32:39.080 --> 00:32:40.080]   Thank you.
[00:32:40.080 --> 00:32:41.080]   Thank you.
[00:32:41.080 --> 00:32:42.080]   Thank you.
[00:32:42.080 --> 00:32:43.080]   Thank you.
[00:32:43.080 --> 00:32:44.080]   Thank you.
[00:32:44.080 --> 00:32:45.080]   Thank you.
[00:32:45.080 --> 00:32:46.080]   Thank you.
[00:32:46.080 --> 00:32:47.080]   Thank you.
[00:32:47.080 --> 00:32:48.080]   Thank you.
[00:32:48.080 --> 00:32:49.080]   Thank you.
[00:32:49.080 --> 00:32:50.080]   Thank you.
[00:32:50.080 --> 00:32:51.080]   Thank you.
[00:32:51.080 --> 00:32:52.080]   Thank you.
[00:32:52.080 --> 00:32:53.080]   Thank you.
[00:32:53.080 --> 00:32:54.080]   Thank you.
[00:32:54.080 --> 00:32:55.080]   Thank you.
[00:32:55.080 --> 00:32:55.080]   Thank you.
[00:32:55.080 --> 00:32:56.080]   Thank you.
[00:32:56.080 --> 00:32:57.080]   Thank you.
[00:32:57.080 --> 00:32:58.080]   Thank you.
[00:32:58.080 --> 00:32:58.080]   Thank you.
[00:32:58.080 --> 00:32:59.080]   Thank you.
[00:32:59.080 --> 00:33:00.080]   Thank you.
[00:33:00.080 --> 00:33:01.080]   Thank you.
[00:33:01.080 --> 00:33:02.080]   Thank you.
[00:33:02.080 --> 00:33:03.080]   Thank you.
[00:33:03.080 --> 00:33:04.080]   Thank you.
[00:33:04.080 --> 00:33:05.080]   Thank you.
[00:33:05.080 --> 00:33:06.080]   Thank you.
[00:33:06.080 --> 00:33:07.080]   Thank you.
[00:33:07.080 --> 00:33:08.080]   Thank you.
[00:33:08.080 --> 00:33:09.080]   Thank you.
[00:33:09.080 --> 00:33:10.080]   Thank you.
[00:33:10.080 --> 00:33:11.080]   Thank you.
[00:33:11.080 --> 00:33:12.080]   Thank you.
[00:33:12.080 --> 00:33:13.080]   Thank you.
[00:33:13.080 --> 00:33:14.080]   Thank you.
[00:33:14.080 --> 00:33:15.080]   Thank you.
[00:33:15.080 --> 00:33:16.080]   Thank you.
[00:33:16.080 --> 00:33:16.080]   Thank you.
[00:33:16.080 --> 00:33:17.080]   Thank you.
[00:33:17.080 --> 00:33:18.080]   Thank you.
[00:33:18.080 --> 00:33:19.080]   Thank you.
[00:33:19.080 --> 00:33:20.080]   Thank you.
[00:33:20.080 --> 00:33:21.080]   Thank you.
[00:33:21.080 --> 00:33:22.080]   Thank you.
[00:33:22.080 --> 00:33:23.080]   Thank you.
[00:33:23.080 --> 00:33:24.080]   Thank you.
[00:33:24.080 --> 00:33:25.080]   Thank you.
[00:33:25.080 --> 00:33:26.080]   Thank you.
[00:33:26.080 --> 00:33:27.080]   Thank you.
[00:33:27.080 --> 00:33:27.080]   Thank you.
[00:33:27.080 --> 00:33:28.080]   Thank you.
[00:33:28.080 --> 00:33:29.080]   Thank you.
[00:33:29.080 --> 00:33:29.080]   Thank you.
[00:33:29.080 --> 00:33:30.080]   Thank you.
[00:33:30.080 --> 00:33:31.080]   Thank you.
[00:33:31.080 --> 00:33:32.080]   Thank you.
[00:33:32.080 --> 00:33:33.080]   Thank you.
[00:33:33.080 --> 00:33:34.080]   Thank you.
[00:33:34.080 --> 00:33:35.080]   Thank you.
[00:33:35.080 --> 00:33:36.080]   Thank you.
[00:33:36.080 --> 00:33:37.080]   Thank you.
[00:33:37.080 --> 00:33:38.080]   Thank you.
[00:33:38.080 --> 00:33:39.080]   Thank you.
[00:33:39.080 --> 00:33:40.080]   Thank you.
[00:33:40.080 --> 00:33:41.080]   Thank you.
[00:33:41.080 --> 00:33:42.080]   Thank you.
[00:33:42.080 --> 00:33:43.080]   Thank you.
[00:33:43.080 --> 00:33:44.080]   Thank you.
[00:33:44.080 --> 00:33:45.080]   Thank you.
[00:33:45.080 --> 00:33:46.080]   Thank you.
[00:33:46.080 --> 00:33:47.080]   Thank you.
[00:33:47.080 --> 00:33:48.080]   Thank you.
[00:33:48.080 --> 00:33:49.080]   Thank you.
[00:33:49.080 --> 00:33:50.080]   Thank you.
[00:33:50.080 --> 00:33:51.080]   Thank you.
[00:33:51.080 --> 00:33:52.080]   Thank you.
[00:33:52.080 --> 00:33:53.080]   Thank you.
[00:33:53.080 --> 00:33:54.080]   Thank you.
[00:33:54.080 --> 00:33:55.080]   Thank you.
[00:33:55.080 --> 00:33:56.080]   Thank you.
[00:33:56.080 --> 00:33:57.080]   Thank you.
[00:33:57.080 --> 00:33:58.080]   Thank you.
[00:33:58.080 --> 00:33:59.080]   Thank you.
[00:33:59.080 --> 00:34:00.080]   Thank you.
[00:34:00.080 --> 00:34:00.080]   Thank you.
[00:34:00.080 --> 00:34:01.080]   Thank you.
[00:34:01.080 --> 00:34:02.080]   Thank you.
[00:34:02.080 --> 00:34:03.080]   Thank you.
[00:34:03.080 --> 00:34:04.080]   Thank you.
[00:34:04.080 --> 00:34:05.080]   Thank you.
[00:34:05.080 --> 00:34:06.080]   Thank you.
[00:34:06.080 --> 00:34:07.080]   Thank you.
[00:34:07.080 --> 00:34:08.080]   Thank you.
[00:34:08.080 --> 00:34:09.080]   Thank you.
[00:34:09.080 --> 00:34:09.080]   Thank you.
[00:34:09.080 --> 00:34:10.080]   Thank you.
[00:34:10.080 --> 00:34:11.080]   Thank you.
[00:34:11.080 --> 00:34:12.080]   Thank you.
[00:34:12.080 --> 00:34:13.080]   Thank you.
[00:34:13.080 --> 00:34:14.080]   Thank you.
[00:34:14.080 --> 00:34:15.080]   Thank you.
[00:34:15.080 --> 00:34:16.080]   Thank you.
[00:34:16.080 --> 00:34:17.080]   Thank you.
[00:34:17.080 --> 00:34:18.080]   Thank you.
[00:34:18.080 --> 00:34:18.080]   Thank you.
[00:34:18.080 --> 00:34:19.080]   Thank you.
[00:34:19.080 --> 00:34:20.080]   Thank you.
[00:34:20.080 --> 00:34:20.080]   Thank you.
[00:34:20.080 --> 00:34:21.080]   Thank you.
[00:34:21.080 --> 00:34:22.080]   Thank you.
[00:34:22.080 --> 00:34:23.080]   Thank you.
[00:34:23.080 --> 00:34:24.080]   Thank you.
[00:34:24.080 --> 00:34:25.080]   Thank you.
[00:34:25.080 --> 00:34:26.080]   Thank you.
[00:34:26.080 --> 00:34:27.080]   Thank you.
[00:34:27.080 --> 00:34:28.080]   Thank you.
[00:34:28.080 --> 00:34:29.080]   Thank you.
[00:34:29.080 --> 00:34:29.080]   Thank you.
[00:34:29.080 --> 00:34:30.080]   Thank you.
[00:34:30.080 --> 00:34:31.060]   Thank you.
[00:34:31.060 --> 00:34:31.080]   Thank you.
[00:34:31.080 --> 00:34:32.080]   Thank you.
[00:34:32.080 --> 00:34:33.080]   Thank you.
[00:34:33.080 --> 00:34:34.080]   Thank you.
[00:34:34.080 --> 00:34:35.080]   Thank you.
[00:34:35.080 --> 00:34:35.080]   Thank you.
[00:34:35.080 --> 00:34:36.080]   Thank you.
[00:34:36.080 --> 00:34:36.080]   Thank you.
[00:34:36.080 --> 00:34:37.080]   Thank you.
[00:34:37.080 --> 00:34:38.080]   Thank you.
[00:34:38.080 --> 00:34:39.080]   Thank you.
[00:34:39.080 --> 00:34:40.080]   Thank you.
[00:34:40.080 --> 00:34:41.080]   Thank you.
[00:34:41.080 --> 00:34:41.080]   Thank you.
[00:34:41.080 --> 00:34:42.080]   Thank you.
[00:34:42.080 --> 00:34:43.080]   Thank you.
[00:34:43.080 --> 00:34:44.080]   Thank you.
[00:34:44.080 --> 00:34:44.080]   Thank you.
[00:34:44.080 --> 00:34:45.080]   Thank you.
[00:34:45.080 --> 00:34:46.080]   Thank you.
[00:34:46.080 --> 00:34:47.080]   Thank you.
[00:34:47.080 --> 00:34:48.080]   Thank you.
[00:34:48.080 --> 00:34:49.080]   Thank you.
[00:34:49.080 --> 00:34:49.080]   Thank you.
[00:34:49.080 --> 00:34:50.080]   Thank you.
[00:34:50.080 --> 00:34:51.080]   Thank you.
[00:34:51.080 --> 00:34:52.080]   Thank you.
[00:34:52.080 --> 00:34:53.080]   Thank you.
[00:34:53.080 --> 00:34:54.080]   Thank you.
[00:34:54.080 --> 00:34:54.080]   Thank you.
[00:34:54.080 --> 00:34:55.080]   Thank you.
[00:34:55.080 --> 00:34:56.080]   Thank you.
[00:34:56.080 --> 00:34:57.080]   Thank you.
[00:34:57.080 --> 00:34:58.080]   Thank you.
[00:34:58.080 --> 00:34:59.080]   Thank you.
[00:34:59.080 --> 00:35:00.080]   Thank you.
[00:35:00.080 --> 00:35:01.080]   Thank you.
[00:35:01.080 --> 00:35:01.080]   Thank you.
[00:35:01.080 --> 00:35:02.080]   Thank you.
[00:35:02.080 --> 00:35:03.080]   Thank you.
[00:35:03.080 --> 00:35:04.080]   Thank you.
[00:35:04.080 --> 00:35:05.080]   Thank you.
[00:35:05.080 --> 00:35:06.080]   Thank you.
[00:35:06.080 --> 00:35:07.080]   Thank you.
[00:35:07.080 --> 00:35:08.080]   Thank you.
[00:35:08.080 --> 00:35:09.080]   Thank you.
[00:35:09.080 --> 00:35:09.080]   Thank you.
[00:35:09.080 --> 00:35:10.080]   Thank you.
[00:35:10.080 --> 00:35:11.080]   Thank you.
[00:35:11.080 --> 00:35:12.080]   Thank you.
[00:35:12.080 --> 00:35:13.080]   Thank you.
[00:35:13.080 --> 00:35:13.080]   Thank you.
[00:35:13.080 --> 00:35:14.080]   Thank you.
[00:35:14.080 --> 00:35:15.080]   Thank you.
[00:35:15.080 --> 00:35:15.080]   Thank you.
[00:35:15.080 --> 00:35:16.080]   Thank you.
[00:35:16.080 --> 00:35:17.080]   Thank you.
[00:35:17.080 --> 00:35:17.080]   Thank you.
[00:35:17.080 --> 00:35:18.080]   Thank you.
[00:35:18.080 --> 00:35:19.080]   Thank you.
[00:35:19.080 --> 00:35:20.080]   Thank you.
[00:35:20.080 --> 00:35:21.080]   Thank you.
[00:35:21.080 --> 00:35:22.080]   Thank you.
[00:35:22.080 --> 00:35:23.080]   Thank you.
[00:35:23.080 --> 00:35:23.080]   Thank you.
[00:35:23.080 --> 00:35:24.080]   Thank you.
[00:35:24.080 --> 00:35:24.080]   Thank you.
[00:35:24.080 --> 00:35:25.080]   Thank you.
[00:35:25.080 --> 00:35:26.080]   Thank you.
[00:35:26.080 --> 00:35:26.080]   Thank you.
[00:35:26.080 --> 00:35:27.080]   Thank you.
[00:35:27.080 --> 00:35:28.080]   Thank you.
[00:35:28.080 --> 00:35:29.080]   Thank you.
[00:35:29.080 --> 00:35:30.080]   Thank you.
[00:35:30.080 --> 00:35:31.080]   Thank you.
[00:35:31.080 --> 00:35:32.080]   Thank you.
[00:35:32.080 --> 00:35:33.080]   Thank you.
[00:35:33.080 --> 00:35:34.080]   Thank you.
[00:35:34.080 --> 00:35:35.080]   Thank you.
[00:35:35.080 --> 00:35:36.080]   Thank you.
[00:35:36.080 --> 00:35:36.080]   Thank you.
[00:35:36.080 --> 00:35:37.080]   Thank you.
[00:35:37.080 --> 00:35:38.080]   Thank you.
[00:35:38.080 --> 00:35:39.080]   Thank you.
[00:35:39.080 --> 00:35:40.080]   Thank you.
[00:35:40.080 --> 00:35:41.080]   Thank you.
[00:35:41.080 --> 00:35:42.080]   Thank you.
[00:35:42.080 --> 00:35:43.080]   Thank you.
[00:35:43.080 --> 00:35:44.080]   Thank you.
[00:35:44.080 --> 00:35:45.080]   Thank you.
[00:35:45.080 --> 00:35:46.080]   Thank you.
[00:35:46.080 --> 00:35:47.080]   Thank you.
[00:35:47.080 --> 00:35:47.080]   Thank you.
[00:35:47.080 --> 00:35:48.080]   Thank you.
[00:35:48.080 --> 00:35:49.080]   Thank you.
[00:35:49.080 --> 00:35:49.080]   Thank you.
[00:35:49.080 --> 00:35:50.080]   Thank you.
[00:35:50.080 --> 00:35:51.080]   Thank you.
[00:35:51.080 --> 00:35:52.080]   Thank you.
[00:35:52.080 --> 00:35:52.080]   Thank you.
[00:35:52.080 --> 00:35:53.080]   Thank you.
[00:35:53.080 --> 00:35:54.080]   Thank you.
[00:35:54.080 --> 00:35:55.080]   Thank you.
[00:35:55.080 --> 00:35:56.080]   Thank you.
[00:35:56.080 --> 00:35:57.080]   Thank you.
[00:35:57.080 --> 00:35:58.080]   Thank you.
[00:35:58.080 --> 00:35:59.080]   Thank you.
[00:35:59.080 --> 00:35:59.080]   Thank you.
[00:35:59.080 --> 00:36:00.080]   Thank you.
[00:36:00.080 --> 00:36:01.080]   Thank you.
[00:36:01.080 --> 00:36:03.080]   Thank you.
[00:36:03.080 --> 00:36:04.080]   Thank you.
[00:36:04.080 --> 00:36:05.080]   Thank you.
[00:36:05.080 --> 00:36:06.080]   Thank you.
[00:36:06.080 --> 00:36:07.080]   Thank you.
[00:36:07.080 --> 00:36:07.080]   Thank you.
[00:36:07.080 --> 00:36:08.080]   Thank you.
[00:36:08.080 --> 00:36:09.080]   Thank you.
[00:36:09.080 --> 00:36:10.080]   Thank you.
[00:36:10.080 --> 00:36:10.080]   Thank you.
[00:36:10.080 --> 00:36:11.080]   Thank you.
[00:36:11.080 --> 00:36:12.080]   Thank you.
[00:36:12.080 --> 00:36:13.080]   Thank you.
[00:36:13.080 --> 00:36:14.080]   Thank you.
[00:36:14.080 --> 00:36:15.080]   Thank you.
[00:36:15.080 --> 00:36:16.080]   Thank you.
[00:36:16.080 --> 00:36:17.080]   Thank you.
[00:36:17.080 --> 00:36:18.080]   Thank you.
[00:36:18.080 --> 00:36:19.080]   Thank you.
[00:36:19.080 --> 00:36:20.080]   Thank you.
[00:36:20.080 --> 00:36:21.080]   Thank you.
[00:36:21.080 --> 00:36:22.080]   Thank you.
[00:36:22.080 --> 00:36:23.080]   Thank you.
[00:36:23.080 --> 00:36:24.080]   Thank you.
[00:36:24.080 --> 00:36:25.080]   Thank you.
[00:36:25.080 --> 00:36:26.080]   Thank you.
[00:36:26.080 --> 00:36:27.080]   Thank you.
[00:36:27.080 --> 00:36:27.080]   Thank you.
[00:36:27.080 --> 00:36:28.080]   Thank you.
[00:36:28.080 --> 00:36:29.080]   Thank you.
[00:36:29.080 --> 00:36:30.080]   Thank you.
[00:36:30.080 --> 00:36:31.080]   Thank you.
[00:36:31.080 --> 00:36:31.080]   Thank you.
[00:36:31.080 --> 00:36:32.080]   Thank you.
[00:36:32.080 --> 00:36:33.080]   Thank you.
[00:36:33.080 --> 00:36:33.080]   Thank you.
[00:36:33.080 --> 00:36:34.080]   Thank you.
[00:36:34.080 --> 00:36:35.080]   Thank you.
[00:36:35.080 --> 00:36:35.080]   Thank you.
[00:36:35.080 --> 00:36:36.080]   Thank you.
[00:36:36.080 --> 00:36:37.080]   Thank you.
[00:36:37.080 --> 00:36:38.080]   Thank you.
[00:36:38.080 --> 00:36:39.080]   Thank you.
[00:36:39.080 --> 00:36:40.080]   Thank you.
