
[00:00:00.000 --> 00:00:00.540]   Let's try.
[00:27:26.980 --> 00:27:27.980]   There's no other group to put her in.
[00:27:27.980 --> 00:27:28.980]   There's no other group to put her in.
[00:27:28.980 --> 00:27:30.020]   There's no other group to put her in.
[00:27:30.020 --> 00:27:31.020]   There's no other group to put her in.
[00:27:31.020 --> 00:27:32.020]   There's no other group to put her in.
[00:27:32.020 --> 00:27:33.020]   There's no other group to put her in.
[00:27:33.020 --> 00:27:34.020]   There's no other group to put her in.
[00:27:34.020 --> 00:27:35.020]   There's no other group to put her in.
[00:27:35.020 --> 00:27:36.020]   There's no other group to put her in.
[00:27:36.020 --> 00:27:37.020]   There's no other group to put her in.
[00:27:37.020 --> 00:27:38.020]   There's no other group to put her in.
[00:27:38.020 --> 00:27:39.020]   There's no other group to put her in.
[00:27:39.020 --> 00:27:40.020]   There's no other group to put her in.
[00:27:40.020 --> 00:27:41.020]   There's no other group to put her in.
[00:27:41.020 --> 00:27:42.020]   There's no other group to put her in.
[00:27:42.020 --> 00:27:43.020]   There's no other group to put her in.
[00:27:43.020 --> 00:27:44.020]   There's no other group to put her in.
[00:27:44.020 --> 00:27:45.020]   There's no other group to put her in.
[00:27:45.020 --> 00:27:46.020]   There's no other group to put her in.
[00:27:46.020 --> 00:27:47.020]   There's no other group to put her in.
[00:27:47.020 --> 00:27:52.060]   There's no other group to put her in.
[00:27:52.060 --> 00:27:53.060]   There's no other group to put her in.
[00:27:53.060 --> 00:27:55.060]   There's no other group to put her in.
[00:27:55.060 --> 00:27:56.060]   There's no other group to put her in.
[00:27:56.060 --> 00:27:57.060]   There's no other group to put her in.
[00:27:57.060 --> 00:27:58.060]   There's no other group to put her in.
[00:27:58.060 --> 00:27:59.060]   There's no other group to put her in.
[00:27:59.060 --> 00:28:00.060]   There's no other group to put her in.
[00:28:00.060 --> 00:28:01.060]   There's no other group to put her in.
[00:28:01.060 --> 00:28:02.060]   There's no other group to put her in.
[00:28:02.060 --> 00:28:03.060]   There's no other group to put her in.
[00:28:03.060 --> 00:28:04.060]   There's no other group to put her in.
[00:28:04.060 --> 00:28:05.060]   There's no other group to put her in.
[00:28:05.060 --> 00:28:06.060]   There's no other group to put her in.
[00:28:06.060 --> 00:28:07.060]   There's no other group to put her in.
[00:28:07.060 --> 00:28:09.060]   There's no other group to put her in.
[00:28:09.060 --> 00:28:10.060]   There's no other group to put her in.
[00:28:10.060 --> 00:28:11.060]   There's no other group to put her in.
[00:28:11.060 --> 00:28:20.100]   there's no other group to put her in.
[00:28:20.100 --> 00:28:21.100]   There's no other group to put her in.
[00:28:21.100 --> 00:28:23.100]   There's no other group to put her in.
[00:28:23.100 --> 00:28:24.100]   There's no other group to put her in.
[00:28:24.100 --> 00:28:25.100]   There's no other group to put her in.
[00:28:25.100 --> 00:28:26.100]   There's no other group to put her in.
[00:28:26.100 --> 00:28:27.100]   There's no other group to put her in.
[00:28:27.100 --> 00:28:28.100]   There's no other group to put her in.
[00:28:28.100 --> 00:28:29.100]   There's no other group to put her in.
[00:28:29.100 --> 00:28:30.100]   There's no other group to put her in.
[00:28:30.100 --> 00:28:31.100]   There's no other group to put her in.
[00:28:31.100 --> 00:28:32.100]   There's no other group to put her in.
[00:28:32.100 --> 00:28:33.100]   There's no other group to put her in.
[00:28:33.100 --> 00:28:34.100]   There's no other group to put her in.
[00:28:34.100 --> 00:28:35.100]   There's no other group to put her in.
[00:28:35.100 --> 00:28:36.100]   There's no other group to put her in.
[00:28:36.100 --> 00:28:37.100]   There's no other group to put her in.
[00:28:37.100 --> 00:28:38.100]   There's no other group to put her in.
[00:28:38.100 --> 00:28:40.140]   There's no other group to put her in.
[00:28:40.140 --> 00:28:41.140]   There's no other group to put her in.
[00:28:41.140 --> 00:28:42.140]   There's no other group to put her in.
[00:28:42.140 --> 00:28:43.140]   There's no other group to put her in.
[00:28:43.140 --> 00:28:44.140]   There's no other group to put her in.
[00:28:44.140 --> 00:28:45.140]   There's no other group to put her in.
[00:28:45.140 --> 00:28:46.140]   There's no other group to put her in.
[00:28:46.140 --> 00:28:47.140]   There's no other group to put her in.
[00:28:47.140 --> 00:28:48.140]   There's no other group to put her in.
[00:28:48.140 --> 00:28:49.140]   There's no other group to put her in.
[00:28:49.140 --> 00:28:50.140]   There's no other group to put her in.
[00:28:50.140 --> 00:28:51.140]   There's no other group to put her in.
[00:28:51.140 --> 00:28:52.140]   There's no other group to put her in.
[00:28:52.140 --> 00:28:53.140]   There's no other group to put her in.
[00:28:53.140 --> 00:28:54.140]   There's no other group to put her in.
[00:28:54.140 --> 00:28:55.140]   There's no other group to put her in.
[00:28:55.140 --> 00:28:56.140]   There's no other group to put her in.
[00:28:56.140 --> 00:28:57.140]   There's no other group to put her in.
[00:28:57.140 --> 00:29:13.180]   There's no other group to put her in.
[00:29:13.180 --> 00:29:27.220]   There's no other group to put her in.
[00:29:27.220 --> 00:29:31.220]   There's no other group to put her in.
[00:29:31.220 --> 00:29:35.220]   There's no other group to put her in.
[00:29:35.220 --> 00:29:39.220]   There's no other group to put her in.
[00:29:39.220 --> 00:29:41.220]   There's no other group to put her in.
[00:29:41.220 --> 00:29:47.260]   There's no other group to put her in.
[00:29:47.260 --> 00:29:50.260]   There's no other group to put her in.
[00:29:50.260 --> 00:29:52.260]   There's no other group to put her in.
[00:29:52.260 --> 00:29:54.260]   There's no other group to put her in.
[00:29:54.260 --> 00:29:55.260]   There's no other group to put her in.
[00:29:55.260 --> 00:29:57.260]   There's no other group to put her in.
[00:29:57.260 --> 00:29:58.260]   There's no other group to put her in.
[00:29:58.260 --> 00:29:59.260]   There's no other group to put her in.
[00:29:59.260 --> 00:30:00.260]   There's no other group to put her in.
[00:30:00.260 --> 00:30:01.260]   There's no other group to put her in.
[00:30:01.260 --> 00:30:02.260]   There's no other group to put her in.
[00:30:02.260 --> 00:30:03.260]   There's no other group to put her in.
[00:30:03.260 --> 00:30:04.260]   There's no other group to put her in.
[00:30:04.260 --> 00:30:05.260]   There's no other group to put her in.
[00:30:05.260 --> 00:30:06.260]   There's no other group to put her in.
[00:30:06.260 --> 00:30:07.260]   There's no other group to put her in.
[00:30:07.260 --> 00:30:08.260]   There's no other group to put her in.
[00:30:08.260 --> 00:30:09.260]   There's no other group to put her in.
[00:30:09.260 --> 00:30:11.300]   there's no other group to put her in.
[00:30:11.300 --> 00:30:13.300]   There's no other group to put her in.
[00:30:13.300 --> 00:30:14.300]   There's no other group to put her in.
[00:30:14.300 --> 00:30:15.300]   There's no other group to put her in.
[00:30:15.300 --> 00:30:16.300]   There's no other group to put her in.
[00:30:16.300 --> 00:30:17.300]   There's no other group to put her in.
[00:30:17.300 --> 00:30:18.300]   There's no other group to put her in.
[00:30:18.300 --> 00:30:19.300]   There's no other group to put her in.
[00:30:19.300 --> 00:30:20.300]   There's no other group to put her in.
[00:30:20.300 --> 00:30:21.300]   There's no other group to put her in.
[00:30:21.300 --> 00:30:22.300]   There's no other group to put her in.
[00:30:22.300 --> 00:30:32.340]   There's no other group to put her in.
[00:30:32.340 --> 00:30:34.340]   There's no other group to put her in.
[00:30:34.340 --> 00:30:35.340]   There's no other group to put her in.
[00:30:35.340 --> 00:30:36.340]   There's no other group to put her in.
[00:30:36.340 --> 00:30:37.340]   There's no other group to put her in.
[00:30:37.340 --> 00:30:38.340]   There's no other group to put her in.
[00:30:38.340 --> 00:30:39.340]   There's no other group to put her in.
[00:30:39.340 --> 00:30:40.340]   There's no other group to put her in.
[00:30:40.340 --> 00:30:41.340]   There's no other group to put her in.
[00:30:41.340 --> 00:30:42.340]   There's no other group to put her in.
[00:30:42.340 --> 00:30:43.340]   There's no other group to put her in.
[00:30:43.340 --> 00:30:44.340]   There's no other group to put her in.
[00:30:44.340 --> 00:30:45.340]   There's no other group to put her in.
[00:30:45.340 --> 00:30:47.380]   There's no other group to put her in.
[00:30:47.380 --> 00:30:49.380]   There's no other group to put her in.
[00:30:49.380 --> 00:30:51.380]   There's no other group to put her in.
[00:30:51.380 --> 00:30:52.380]   There's no other group to put her in.
[00:30:52.380 --> 00:30:53.380]   There's no other group to put her in.
[00:30:53.380 --> 00:30:54.380]   There's no other group to put her in.
[00:30:54.380 --> 00:30:55.380]   There's no other group to put her in.
[00:30:55.380 --> 00:30:56.380]   There's no other group to put her in.
[00:30:56.380 --> 00:30:57.380]   There's no other group to put her in.
[00:30:57.380 --> 00:30:58.380]   There's no other group to put her in.
[00:30:58.380 --> 00:30:59.380]   There's no other group to put her in.
[00:30:59.380 --> 00:31:00.380]   There's no other group to put her in.
[00:31:00.380 --> 00:31:01.380]   There's no other group to put her in.
[00:31:01.380 --> 00:31:03.380]   There's no other group to put her in.
[00:31:03.380 --> 00:31:04.380]   There's no other group to put her in.
[00:31:04.380 --> 00:31:05.380]   There's no other group to put her in.
[00:31:05.380 --> 00:31:07.380]   There's no other group to put her in.
[00:31:07.380 --> 00:31:08.380]   There's no other group to put her in.
[00:31:08.380 --> 00:31:18.420]   There's no other group to put her in.
[00:31:18.420 --> 00:31:20.420]   There's no other group to put her in.
[00:31:20.420 --> 00:31:21.420]   There's no other group to put her in.
[00:31:21.420 --> 00:31:22.420]   There's no other group to put her in.
[00:31:22.420 --> 00:31:23.420]   There's no other group to put her in.
[00:31:23.420 --> 00:31:24.420]   There's no other group to put her in.
[00:31:24.420 --> 00:31:25.420]   There's no other group to put her in.
[00:31:25.420 --> 00:31:26.420]   There's no other group to put her in.
[00:31:26.420 --> 00:31:27.420]   There's no other group to put her in.
[00:31:27.420 --> 00:31:28.420]   There's no other group to put her in.
[00:31:28.420 --> 00:31:29.420]   There's no other group to put her in.
[00:31:29.420 --> 00:31:30.420]   There's no other group to put her in.
[00:31:30.420 --> 00:31:31.420]   There's no other group to put her in.
[00:31:31.420 --> 00:31:32.420]   There's no other group to put her in.
[00:31:32.420 --> 00:31:33.420]   There's no other group to put her in.
[00:31:33.420 --> 00:31:34.420]   There's no other group to put her in.
[00:31:34.420 --> 00:31:35.420]   There's no other group to put her in.
[00:31:35.420 --> 00:31:36.420]   There's no other group to put her in.
[00:31:36.420 --> 00:31:40.460]   There's no other group to put her in.
[00:31:40.460 --> 00:31:41.460]   There's no other group to put her in.
[00:31:41.460 --> 00:31:42.460]   There's no other group to put her in.
[00:31:42.460 --> 00:31:43.460]   There's no other group to put her in.
[00:31:43.460 --> 00:31:44.460]   There's no other group to put her in.
[00:31:44.460 --> 00:31:45.460]   There's no other group to put her in.
[00:31:45.460 --> 00:31:46.460]   There's no other group to put her in.
[00:31:46.460 --> 00:31:47.460]   There's no other group to put her in.
[00:31:47.460 --> 00:31:48.460]   There's no other group to put her in.
[00:31:48.460 --> 00:31:49.460]   There's no other group to put her in.
[00:31:49.460 --> 00:31:50.460]   There's no other group to put her in.
[00:31:50.460 --> 00:31:51.460]   There's no other group to put her in.
[00:31:51.460 --> 00:31:52.460]   There's no other group to put her in.
[00:31:52.460 --> 00:31:53.460]   There's no other group to put her in.
[00:31:53.460 --> 00:31:54.460]   There's no other group to put her in.
[00:31:54.460 --> 00:31:55.460]   There's no other group to put her in.
[00:31:55.460 --> 00:31:56.460]   There's no other group to put her in.
[00:31:56.460 --> 00:31:57.460]   There's no other group to put her in.
[00:31:57.460 --> 00:32:03.500]   There's no other group to put her in.
[00:32:03.500 --> 00:32:05.500]   There's no other group to put her in.
[00:32:05.500 --> 00:32:06.500]   There's no other group to put her in.
[00:32:06.500 --> 00:32:07.500]   There's no other group to put her in.
[00:32:07.500 --> 00:32:08.500]   There's no other group to put her in.
[00:32:08.500 --> 00:32:09.500]   There's no other group to put her in.
[00:32:09.500 --> 00:32:10.500]   There's no other group to put her in.
[00:32:10.500 --> 00:32:18.540]   There's no other group to put her in.
[00:32:18.540 --> 00:32:22.540]   There's no other group to put her in.
[00:32:22.540 --> 00:32:27.540]   There's no other group to put her in.
[00:32:27.540 --> 00:32:30.540]   There's no other group to put her in.
[00:32:30.540 --> 00:32:32.540]   There's no other group to put her in.
[00:32:32.540 --> 00:32:34.540]   There's no other group to put her in.
[00:32:34.540 --> 00:32:36.540]   There's no other group to put her in.
[00:32:36.540 --> 00:32:38.540]   There's no other group to put her in.
[00:32:38.540 --> 00:32:40.580]   There's no other group to put her in.
[00:32:40.580 --> 00:32:41.580]   There's no other group to put her in.
[00:32:41.580 --> 00:32:42.580]   There's no other group to put her in.
[00:32:42.580 --> 00:32:44.580]   There's no other group to put her in.
[00:32:44.580 --> 00:32:45.580]   There's no other group to put her in.
[00:32:45.580 --> 00:32:46.580]   There's no other group to put her in.
[00:32:46.580 --> 00:32:47.580]   There's no other group to put her in.
[00:32:47.580 --> 00:32:48.580]   There's no other group to put her in.
[00:32:48.580 --> 00:32:49.580]   There's no other group to put her in.
[00:32:49.580 --> 00:32:50.580]   There's no other group to put her in.
[00:32:50.580 --> 00:32:51.580]   There's no other group to put her in.
[00:32:51.580 --> 00:32:52.580]   There's no other group to put her in.
[00:32:52.580 --> 00:32:53.580]   There's no other group to put her in.
[00:32:53.580 --> 00:32:54.580]   There's no other group to put her in.
[00:32:54.580 --> 00:32:55.580]   There's no other group to put her in.
[00:32:55.580 --> 00:32:56.580]   There's no other group to put her in.
[00:32:56.580 --> 00:32:57.580]   There's no other group to put her in.
[00:32:57.580 --> 00:32:58.580]   There's no other group to put her in.
[00:32:58.580 --> 00:32:59.620]   There's no other group to put her in.
[00:32:59.620 --> 00:33:00.620]   There's no other group to put her in.
[00:33:00.620 --> 00:33:02.620]   There's no other group to put her in.
[00:33:02.620 --> 00:33:03.620]   There's no other group to put her in.
[00:33:03.620 --> 00:33:04.620]   There's no other group to put her in.
[00:33:04.620 --> 00:33:06.620]   There's no other group to put her in.
[00:33:06.620 --> 00:33:07.620]   There's no other group to put her in.
[00:33:07.620 --> 00:33:08.620]   There's no other group to put her in.
[00:33:08.620 --> 00:33:09.620]   There's no other group to put her in.
[00:33:09.620 --> 00:33:10.620]   There's no other group to put her in.
[00:33:10.620 --> 00:33:11.660]   There's no other group to put her in.
[00:33:11.660 --> 00:33:12.660]   There's no other group to put her in.
[00:33:12.660 --> 00:33:17.660]   There's no other group to put her in.
[00:33:17.660 --> 00:33:18.660]   There's no other group to put her in.
[00:33:18.660 --> 00:33:20.660]   There's no other group to put her in.
[00:33:20.660 --> 00:33:22.660]   There's no other group to put her in.
[00:33:22.660 --> 00:33:24.660]   There's no other group to put her in.
[00:33:24.660 --> 00:33:25.660]   There's no other group to put her in.
[00:33:25.660 --> 00:33:26.660]   There's no other group to put her in.
[00:33:26.660 --> 00:33:27.660]   There's no other group to put her in.
[00:33:27.660 --> 00:33:28.660]   There's no other group to put her in.
[00:33:28.660 --> 00:33:29.660]   There's no other group to put her in.
[00:33:29.660 --> 00:33:30.660]   There's no other group to put her in.
[00:33:30.660 --> 00:33:31.660]   There's no other group to put her in.
[00:33:31.660 --> 00:33:32.660]   There's no other group to put her in.
[00:33:32.660 --> 00:33:33.660]   There's no other group to put her in.
[00:33:33.660 --> 00:33:34.660]   There's no other group to put her in.
[00:33:34.660 --> 00:33:35.660]   There's no other group to put her in.
[00:33:35.660 --> 00:33:36.700]   There's no other group to put her in.
